Contract.Date	Transaction.Date	Address	Price	Block.Size.m2	Transaction.Type	Purpose	Advertise.Date	Bed.Num	Bath.Num	Ensuite.Num	Garage.Num	Carport.Num
21/02/2008	19/03/2008	14/41 Jinka Street	376350	10583	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
17/07/2008	15/09/2008	6 Gorrie Close	365000	286	Full transfer	Medium density dwelling	1/05/2008	3	1	NA	NA	NA
31/10/2008	5/12/2008	5/27 Jinka Street	360000	6071	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
5/11/2008	NA	5/27 Jinka Street *	360000	6071	Full transfer	NA	10/10/2008	3	1	1	1	NA
29/02/2008	30/03/2008	6/3 Jinka Street	353500	3531	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
25/09/2008	3/11/2008	6 Elkedra Close	350000	301	Full transfer	Medium density dwelling	16/06/2008	3	1	NA	1	NA
18/09/2008	30/10/2008	134 Murranji Street	350000	379	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
22/02/2008	2/04/2008	6/41 Jinka Street	349950	10583	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
31/03/2008	7/05/2008	1/7 Limbunya Street	340000	2075	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
24/12/2008	31/01/2009	14/8 Walhallow Street	340000	8574	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/01/2008	25/03/2008	12/41 Jinka Street	334000	10583	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
3/09/2008	23/10/2008	2/7 Limbunya Street	330000	2075	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
25/10/2008	21/12/2008	22 Elkedra Close	320000	263	Full transfer	Medium density dwelling	2/10/2008	2	1	0	1	NA
2/10/2008	14/11/2008	16/8 Walhallow Street	315000	8574	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
28/10/2008	8/12/2008	7/30 Springvale Drive	288000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
8/07/2008	9/09/2008	10/28 Springvale Drive	280000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
19/05/2008	13/06/2008	6/4 Beetaloo Street	265000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
19/03/2008	30/05/2008	7/8 Beetaloo Street	265000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
2/06/2008	NA	6A/4 Beetaloo Street *	265000	7773	Full transfer	NA	27/02/2008	2	1	NA	NA	1
27/03/2008	30/04/2008	18/26 Springvale Drive	261500	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
30/06/2008	22/08/2008	5/3 Bonrook Street	260000	3862	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
15/07/2008	22/10/2008	4/3 Bonrook Street	258000	3862	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
16/06/2008	27/08/2008	1/8 Beetaloo Street	255000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
18/06/2008	NA	1/8 Beetaloo Street *	255000	5520	Full transfer	NA	8/04/2008	2	1	NA	NA	1
31/01/2008	19/03/2008	11/153 Murranji Street	253000	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
19/02/2008	14/05/2008	14/8 Beetaloo Street	250000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
19/02/2008	NA	14/8 Beetaloo Street *	250000	5520	Full transfer	NA	25/01/2008	2	1	NA	NA	1
22/05/2008	24/06/2008	11/4 Beetaloo Street	250000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
22/05/2008	NA	3B/4 Beetaloo Street *	250000	7773	Full transfer	NA	20/03/2008	2	1	NA	NA	1
23/12/2008	NA	3B/4 Beetaloo Street *	247500	7773	Full transfer	NA	19/11/2008	2	1	0	NA	1
23/12/2008	11/02/2009	19/4 Beetaloo Street	247500	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
13/08/2008	19/09/2008	23/26 Springvale Drive	245000	4379	Full transfer	Multiple unit dwelling	10/07/2008	2	1	NA	NA	1
13/11/2008	20/03/2009	6/4 Beetaloo Street	230000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
11/12/2008	20/01/2009	15/8 Beetaloo Street	230000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
13/11/2008	NA	6C/4 Beetaloo Street *	230000	7773	Full transfer	NA	7/10/2008	2	1	0	NA	1
12/03/2008	21/05/2008	18/32 Springvale Drive	212500	4247	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
12/09/2008	23/10/2008	1/28 Springvale Drive	200000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
11/06/2008	2/07/2008	22/26 Springvale Drive	200000	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
23/07/2008	1/09/2008	5/26 Springvale Drive	180000	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
17/11/2008	25/05/2009	21/4 Beetaloo Street	125000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
18/03/2008	24/08/2009	3/1 Limbunya Street	75250	2159	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/02/2008	4/05/2008	10/28 Springvale Drive	NA	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
13/05/2008	27/05/2008	17 Mataranka Street	NA	898	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
4/12/2008	30/11/2010	3/2 Undoolya Street	NA	5017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
28/10/2008	28/10/2008	3 Rosewood Place	NA	863	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
13/03/2008	28/11/2008	36 Marrakai Street	NA	2295	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
28/10/2008	15/09/2010	30 Marrakai Street	NA	1850	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
21/05/2008	28/07/2008	24 Tanumbirini Street	NA	1533	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
3/02/2008	27/06/2008	5/26 Springvale Drive	NA	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
24/04/2008	18/07/2008	138 Murranji Street	NA	330	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
23/06/2008	15/09/2008	4/12 Andado Place	NA	4834	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
21/11/2008	16/04/2009	3A Woolner Circuit	NA	295	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
26/01/2008	27/03/2008	10/42 Jinka Street	NA	6092	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
1/03/2008	21/04/2008	22 Erldunda Circuit	NA	816	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
24/01/2008	15/09/2008	20 Elsey Street	NA	1429	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
27/11/2007	6/05/2008	16 Elsey Street	1200000	1718	Full transfer	Single residential dwelling	28/11/2007	4	2	1	2	2
21/07/2007	5/11/2007	34 Marrakai Street	1080000	1860	Full transfer	Single residential dwelling	30/06/2007	4	1	2	3	NA
8/09/2007	7/02/2008	6 Goodparla Street	813000	1564	Full transfer	Single residential dwelling	16/08/2007	4	2	1	2	NA
1/11/2007	19/02/2008	8 Kurundi Place	800000	1575	Full transfer	Single residential dwelling	15/10/2004	4	2	NA	2	NA
27/07/2007	14/09/2007	94 Springvale Drive	790000	2181	Full transfer	Single residential dwelling	7/02/2007	4	2	1	3	NA
20/09/2007	21/11/2007	35 Ambalindum Street	775000	1252	Full transfer	Single residential dwelling	23/08/2007	5	2	1	2	3
2/05/2007	2/08/2007	2 Alexandria Street	722500	1075	Full transfer	Single residential dwelling	26/10/2006	4	1	1	2	NA
12/12/2007	10/04/2008	42 Elsey Street	720000	1369	Full transfer	Single residential dwelling	3/10/2007	4	1	1	NA	2
21/12/2007	19/03/2008	22 Mataranka Street	720000	895	Full transfer	Single residential dwelling	29/11/2007	3	1	1	1	1
1/09/2007	5/12/2007	30 Ambalindum Street	691000	1145	Full transfer	Single residential dwelling	9/08/2007	4	2	1	2	NA
12/09/2007	9/10/2007	9 Moroak Street	685000	1184	Full transfer	Single residential dwelling	28/06/2007	4	1	2	3	NA
6/10/2007	28/11/2007	24 Mataranka Street	685000	872	Full transfer	Single residential dwelling	13/09/2007	3	1	1	2	NA
29/01/2007	14/03/2007	7 Anningie Place	680000	1758	Full transfer	Single residential dwelling	16/11/2006	5	1	1	2	NA
7/12/2007	30/01/2008	9 Florina Place	675000	1608	Full transfer	Single residential dwelling	15/11/2007	4	1	1	2	NA
28/08/2007	4/12/2007	41 Alexandria Street	650000	1414	Full transfer	Single residential dwelling	16/08/2007	4	1	1	2	NA
21/07/2007	25/09/2007	30 Woolner Circuit	627000	1147	Full transfer	Single residential dwelling	29/06/2007	4	1	2	NA	2
1/06/2007	19/11/2007	74 Springvale Drive	627000	1167	Full transfer	Single residential dwelling	24/10/2006	5	2	1	3	NA
24/04/2007	6/06/2007	25 Elsey Street	620000	1017	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
22/09/2007	19/12/2007	21 Alroy Circuit	620000	860	Full transfer	Single residential dwelling	31/08/2007	4	1	1	3	NA
16/05/2007	2/08/2007	81 Erldunda Circuit	615000	1233	Full transfer	Single residential dwelling	26/04/2007	5	1	2	2	NA
22/01/2007	7/11/2007	62 Woolner Circuit	600000	1182	Full transfer	Single residential dwelling	19/09/2006	5	2	1	2	NA
26/03/2007	5/06/2007	102 Murranji Street	599000	866	Full transfer	Single residential dwelling	18/01/2007	4	1	1	2	NA
17/11/2007	NA	13 Alroy Circuit *	590000	834	Full transfer	NA	25/10/2007	4	1	1	2	NA
11/12/2007	5/02/2008	9 Kulgera Street	580000	859	Full transfer	Single residential dwelling	11/11/2007	3	1	1	NA	1
20/02/2007	12/04/2007	6 Mainoru Place	575000	1083	Full transfer	Single residential dwelling	9/11/2006	4	1	1	1	2
12/05/2007	13/09/2007	3 Murranji Street	570000	869	Full transfer	Single residential dwelling	24/04/2007	4	1	1	3	NA
23/11/2007	8/01/2008	63 Erldunda Circuit	547500	859	Full transfer	Single residential dwelling	10/10/2007	4	1	1	2	NA
19/05/2007	25/07/2007	29 Tanumbirini Street	540000	1000	Full transfer	Single residential dwelling	28/04/2007	4	1	1	NA	2
23/10/2007	4/12/2007	20 Erldunda Circuit	522500	831	Full transfer	Single residential dwelling	30/08/2007	4	1	1	NA	2
27/11/2007	7/02/2008	61 Erldunda Circuit	520000	952	Full transfer	Single residential dwelling	4/10/2007	4	1	NA	NA	2
27/08/2007	17/10/2007	13/10 Jinka Street	445000	7726	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
7/09/2007	2/10/2007	6 Epenarra Close	370000	312	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
7/09/2007	9/10/2007	11/10 Jinka Street	370000	7726	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
12/05/2007	25/07/2007	24 Alexandria Street	366000	817	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
9/11/2007	NA	37 Elkedra Close *	365000	311	Full transfer	NA	13/09/2007	3	1	NA	1	NA
23/11/2007	10/01/2008	4/7 Limbunya Street	360500	2075	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
23/11/2007	NA	3/7 Limbunya Street *	360500	2075	Full transfer	NA	25/10/2007	3	1	1	1	NA
22/11/2007	28/02/2008	20 Walhallow Street	358000	437	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
22/02/2007	29/03/2007	6 Gorrie Close	335000	286	Full transfer	Medium density dwelling	11/01/2007	3	1	NA	NA	NA
8/08/2007	25/09/2007	3/7 Limbunya Street	335000	2075	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
7/12/2007	12/03/2008	1/3 Jinka Street	325000	3531	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
12/10/2007	11/12/2007	44 Epenarra Close	320000	316	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
21/03/2007	8/05/2007	28 Elkedra Close	319000	280	Full transfer	Medium density dwelling	7/03/2007	2	1	NA	1	NA
23/05/2007	13/07/2007	9/41 Jinka Street	317000	10583	Full transfer	Multiple unit dwelling	28/03/2007	3	1	NA	NA	1
9/02/2007	22/03/2007	3 Woolner Circuit	315000	276	Full transfer	Medium density dwelling	12/01/2007	2	1	NA	1	NA
14/06/2007	7/09/2007	10/41 Jinka Street	315000	10583	Full transfer	Multiple unit dwelling	28/03/2007	3	1	NA	NA	NA
11/07/2007	20/08/2007	22 Epenarra Close	300000	297	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
31/05/2007	17/08/2007	9/8 Walhallow Street	295000	8574	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
17/04/2007	10/06/2007	2/31 Alexandria Street	290000	983	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
23/01/2007	26/02/2007	7/8 Walhallow Street	286500	8574	Full transfer	Multiple unit dwelling	23/11/2006	3	1	NA	NA	1
15/03/2007	22/05/2007	6/9 Jinka Street	285000	3362	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
26/09/2007	31/10/2007	23/28 Springvale Drive	265500	3934	Full transfer	Multiple unit dwelling	31/08/2007	3	1	1	NA	1
22/03/2007	31/05/2007	7/28 Springvale Drive	257000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
25/01/2007	9/03/2007	7/30 Springvale Drive	257000	4017	Full transfer	Multiple unit dwelling	11/01/2007	3	1	1	NA	1
18/01/2007	15/06/2007	1/121 Hawker Place	256000	3750	Full transfer	Consulting rooms	NA	NA	NA	NA	NA	NA
20/02/2007	2/04/2007	18/30 Springvale Drive	239000	4017	Full transfer	Multiple unit dwelling	24/01/2007	3	1	1	NA	1
7/09/2007	21/10/2007	14/4 Beetaloo Street	238000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
5/04/2007	31/05/2007	8/30 Springvale Drive	236000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
26/10/2007	29/11/2007	19/28 Springvale Drive	235000	3934	Full transfer	Multiple unit dwelling	9/10/2007	2	1	NA	1	NA
27/09/2007	29/12/2007	21/153 Murranji Street	235000	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
27/04/2007	6/06/2007	28/4 Beetaloo Street	232000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
9/07/2007	27/08/2007	14/3 Bonrook Street	230000	3862	Full transfer	Multiple unit dwelling	4/06/2007	2	1	NA	NA	1
25/05/2007	25/07/2007	6/3 Bonrook Street	227000	3862	Full transfer	Multiple unit dwelling	3/05/2007	2	NA	NA	NA	1
21/05/2007	15/08/2007	5/30 Springvale Drive	220000	4017	Full transfer	Multiple unit dwelling	16/04/2007	2	1	NA	NA	1
30/03/2007	22/06/2007	11/3 Bonrook Street	215000	3862	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
11/05/2007	11/07/2007	15/153 Murranji Street	210000	5542	Full transfer	Multiple unit dwelling	27/04/2007	2	1	NA	NA	1
28/03/2007	24/05/2007	2/4 Beetaloo Street	207000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
28/06/2007	19/03/2008	13/121 Hawker Place	200000	3750	Full transfer	"Office,professional suite"	NA	NA	NA	NA	NA	NA
12/02/2007	26/03/2007	4/28 Springvale Drive	198000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
21/03/2007	24/05/2007	7/26 Springvale Drive	194950	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
12/02/2007	10/06/2007	23/4 Beetaloo Street	190000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
19/02/2007	22/03/2007	9/153 Murranji Street	180000	5542	Full transfer	Multiple unit dwelling	19/01/2007	1	1	NA	NA	1
12/03/2007	24/05/2007	138 Murranji Street	180000	330	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
23/01/2007	23/02/2007	3/32 Springvale Drive	180000	4247	Full transfer	Multiple unit dwelling	1/12/2006	2	1	NA	NA	NA
13/03/2007	2/04/2007	3/26 Springvale Drive	175000	4379	Full transfer	Multiple unit dwelling	7/11/2006	1	1	NA	NA	1
18/01/2007	15/06/2007	17/121 Hawker Place	60000	3750	Full transfer	Consulting rooms	NA	NA	NA	NA	NA	NA
10/02/2007	2/04/2007	1 Epenarra Close	0	515	Full transfer	Medium density dwelling	11/01/2007	3	1	NA	1	NA
7/10/2007	26/11/2007	1/8 Bonrook Street	0	5017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
14/03/2007	26/07/2007	5/32 Springvale Drive	0	4247	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
24/04/2007	14/11/2007	37 Elkedra Close	0	311	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
10/05/2007	19/09/2007	5 Kurundi Place	0	1127	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
27/06/2007	21/11/2007	13/8 Beetaloo Street	0	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
27/04/2007	6/07/2007	70 Alroy Circuit	0	1582	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
15/04/2007	30/10/2007	5/9 Jinka Street	0	3362	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
9/02/2007	22/02/2007	66 Woolner Circuit	0	1611	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
14/04/2007	29/08/2007	23 Gorrie Close	0	357	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
1/01/2007	26/03/2007	6/3 Bonrook Street	0	3862	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
7/03/2007	2/08/2007	8 Andado Place	0	1800	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
1/02/2007	27/03/2007	20 Walhallow Street	0	437	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
1/09/2007	1/08/2008	4 Epenarra Close	NA	302	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
28/03/2007	NA	2A/2A/4 Beetaloo Street *	NA	7773	Full transfer	NA	23/02/2007	2	1	NA	NA	1
28/05/2007	8/04/2008	44 Alroy Circuit	NA	970	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
17/12/2007	18/01/2008	5/32 Springvale Drive	NA	4247	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
13/02/2007	NA	4\28 Springvale Drive *	NA	0	Full transfer	NA	18/01/2007	2	1	NA	NA	1
22/05/2007	29/01/2008	3/2 Undoolya Street	NA	5017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
3/10/2007	1/07/2008	12/21 Jinka Street	NA	10221	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
7/09/2007	NA	6B/4 Beetaloo Street *	NA	7773	Full transfer	NA	10/08/2007	2	1	NA	NA	1
11/02/2006	15/03/2006	28 Marrakai Street	875000	2809	Full transfer	Single residential dwelling	17/01/2006	4	1	1	NA	2
12/11/2006	25/01/2007	17 Mainoru Place	807000	2342	Full transfer	Single residential dwelling	19/10/2006	6	1	1	2	NA
26/04/2006	5/06/2006	1/14 Andado Place	790000	1808	Full transfer	Multiple unit dwelling	9/02/2006	4	1	1	2	NA
17/03/2006	11/05/2006	42 Marrakai Street	740000	1547	Full transfer	Single residential dwelling	2/03/2006	4	2	1	2	NA
5/04/2006	10/08/2006	23 Marrakai Street	735000	1296	Full transfer	Single residential dwelling	9/03/2006	3	1	1	NA	3
15/11/2006	5/01/2007	11 Marrakai Street	732000	1225	Full transfer	Single residential dwelling	18/10/2006	4	1	1	4	NA
13/06/2006	14/08/2006	11 Mataranka Street	657000	1108	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
17/05/2006	15/06/2006	34 Ambalindum Street	656000	1161	Full transfer	Single residential dwelling	2/04/2006	5	1	2	0	3
14/07/2006	7/11/2006	19 Mainoru Place	640000	1572	Full transfer	Single residential dwelling	19/07/2006	4	1	1	2	NA
17/08/2006	16/10/2006	26 Ambalindum Street	638000	1112	Full transfer	Single residential dwelling	18/05/2006	5	2	1	2	NA
1/09/2006	29/01/2007	4/12 Andado Place	625000	4834	Full transfer	Multiple unit dwelling	18/08/2006	4	2	NA	2	NA
6/11/2006	29/01/2007	5 Moroak Street	586000	1173	Full transfer	Single residential dwelling	11/10/2006	4	1	1	2	NA
22/09/2006	21/12/2006	22 Moroak Street	580000	1256	Full transfer	Single residential dwelling	22/07/2006	4	1	1	1	1
3/05/2006	6/08/2006	19 Mataranka Street	565000	908	Full transfer	Single residential dwelling	1/05/2006	NA	NA	NA	NA	NA
31/10/2006	18/01/2007	50 Murranji Street	535000	1002	Full transfer	Single residential dwelling	19/09/2006	5	1	1	2	NA
3/03/2006	20/06/2006	12 Murranji Street	510000	1050	Full transfer	Single residential dwelling	19/01/2006	4	1	2	2	NA
15/11/2006	NA	70 Murranji Street *	505000	953	Full transfer	NA	31/08/2006	4	2	1	0	2
29/07/2006	2/11/2006	59 Erldunda Circuit	505000	952	Full transfer	Single residential dwelling	4/07/2006	4	1	1	0	2
27/02/2006	31/03/2006	106 Murranji Street	502000	795	Full transfer	Single residential dwelling	31/01/2006	4	1	1	2	NA
8/02/2006	10/03/2006	33 Alexandria Street	500000	831	Full transfer	Single residential dwelling	29/10/2005	4	1	1	2	NA
4/04/2006	26/05/2006	50 Woolner Circuit	497000	1064	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
16/10/2006	16/11/2006	1/8 Elsey Street	485000	1614	Full transfer	Multiple unit dwelling	7/09/2006	4	1	1	2	NA
8/07/2006	28/08/2006	21 Elsey Street	442000	976	Full transfer	Single residential dwelling	15/06/2006	3	1	NA	1	NA
18/08/2006	29/08/2006	90 Murranji Street	420000	826	Full transfer	Single residential dwelling	19/06/2006	3	1	1	2	NA
23/03/2006	23/05/2006	9/10 Jinka Street	419000	7726	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
23/05/2006	12/09/2006	70 Springvale Drive	405000	1176	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
16/05/2006	NA	4/42 Jinka Street *	380000	6092	Full transfer	NA	24/03/2006	3	2	1	2	NA
10/05/2006	20/06/2006	4/42 Jinka Street	380000	6092	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
27/01/2006	15/07/2006	2 Murranji Street	366000	1047	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
26/01/2006	NA	2 Murranji Street *	365000	1047	Full transfer	NA	22/12/2005	3	2	NA	2	NA
18/05/2006	4/08/2006	7/41 Jinka Street	348000	10583	Full transfer	Multiple unit dwelling	20/04/2006	3	1	1	0	NA
9/10/2006	NA	10 Elkedra Close *	340000	288	Full transfer	NA	21/09/2006	3	1	NA	1	NA
10/05/2006	19/06/2006	8 Epenarra Close	338000	296	Full transfer	Medium density dwelling	28/02/2006	3	1	1	1	NA
27/05/2006	1/08/2006	14 Walhallow Street	332500	327	Full transfer	Medium density dwelling	24/04/2006	3	1	1	1	NA
25/08/2006	29/10/2006	4 Marqua Place	331000	330	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
16/10/2006	4/12/2006	16 Epenarra Close	330000	302	Full transfer	Medium density dwelling	20/09/2006	3	1	NA	1	NA
24/11/2006	5/01/2007	43 Elkedra Close	326000	297	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
11/04/2006	29/05/2006	15 Murranji Street	325000	933	Full transfer	Single residential dwelling...	NA	NA	NA	NA	NA	NA
14/03/2006	31/05/2006	3/10 Jinka Street	324000	7726	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
14/03/2006	NA	16 Jinka Street *	324000	NA	Full transfer	NA	25/01/2006	2	1	NA	1	NA
28/06/2006	11/08/2006	27 Elkedra Close	312500	353	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
29/06/2006	NA	27 Elkedra Close *	312000	353	Full transfer	NA	16/05/2006	3	1	NA	0	2
16/03/2006	2/05/2006	12 Elkedra Close	309000	297	Full transfer	Medium density dwelling	22/02/2006	2	1	NA	0	1
3/07/2006	6/08/2006	25 Elkedra Close	307000	353	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
21/07/2006	12/09/2006	45 Elkedra Close	305000	314	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
9/10/2006	22/11/2006	13 Gorrie Close	305000	279	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
22/12/2006	14/02/2007	130 Murranji Street	300000	332	Full transfer	Medium density dwelling	23/08/2006	3	1	NA	1	NA
19/01/2006	29/03/2006	8/27 Jinka Street	300000	6071	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
2/05/2006	22/06/2006	5/10 Jinka Street	300000	7726	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
20/02/2006	NA	12/41 Jinka Street *	297000	10583	Full transfer	NA	22/11/2005	3	1	NA	0	1
17/02/2006	17/03/2006	12/41 Jinka Street	297000	10583	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
27/04/2006	19/06/2006	11/21 Jinka Street	296500	10221	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
20/12/2006	6/02/2007	8/21 Jinka Street	292000	10221	Full transfer	Multiple unit dwelling	22/11/2006	3	1	NA	0	1
20/12/2006	2/02/2007	11/21 Jinka Street	282500	10221	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
26/06/2006	22/08/2006	15/8 Walhallow Street	268000	8574	Full transfer	Multiple unit dwelling	8/06/2006	2	1	NA	0	1
5/10/2006	13/11/2006	16/30 Springvale Drive	226500	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
26/05/2006	22/06/2006	10/28 Springvale Drive	225000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
11/06/2006	NA	10/28 Springvale Drive *	225000	3934	Full transfer	NA	28/04/2006	3	2	NA	0	1
16/05/2006	26/06/2006	7/121 Hawker Place	215000	3750	Full transfer	Consulting rooms	NA	NA	NA	NA	NA	NA
26/04/2006	23/05/2006	17/28 Springvale Drive	215000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
1/09/2006	2/11/2006	17/4 Beetaloo Street	205000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
3/03/2006	24/03/2006	15/30 Springvale Drive	200000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
22/12/2006	12/03/2007	1/26 Springvale Drive	195000	4379	Full transfer	Multiple unit dwelling	14/11/2006	2	1	NA	0	1
22/12/2006	16/02/2007	8/3 Bonrook Street	195000	3862	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
1/06/2006	19/07/2006	21/8 Beetaloo Street	195000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
