"YEAR","STATE","EVTYPE","COUNT","FATALITIES","INJURIES","PROPDMG","CROPDMG"
1961,"missouri","TORNADO",43,1,33,4.58006,0
1962,"missouri","TORNADO",22,0,3,0.50571,0
1962,"missouri","THUNDERSTORM / THUNDERSTORM WIND",48,0,0,0,0
1962,"missouri","HAIL",35,0,0,0,0
1963,"missouri","HAIL",40,0,0,0,0
1963,"missouri","THUNDERSTORM / THUNDERSTORM WIND",36,0,0,0,0
1963,"missouri","TORNADO",16,1,5,0.733,0
1964,"missouri","THUNDERSTORM / THUNDERSTORM WIND",64,0,0,0,0
1964,"missouri","HAIL",42,0,0,0,0
1964,"missouri","TORNADO",26,2,42,12.95503,0
1965,"missouri","HAIL",39,0,0,0,0
1965,"missouri","TORNADO",30,0,24,1.76612,0
1965,"missouri","THUNDERSTORM / THUNDERSTORM WIND",77,0,0,0,0
1966,"missouri","THUNDERSTORM / THUNDERSTORM WIND",55,0,0,0,0
1966,"missouri","HAIL",71,0,0,0,0
1966,"missouri","TORNADO",40,0,36,5.99862,0
1967,"missouri","TORNADO",76,8,323,65.2387,0
1967,"missouri","HAIL",49,0,0,0,0
1967,"missouri","THUNDERSTORM / THUNDERSTORM WIND",43,0,0,0,0
1968,"missouri","THUNDERSTORM / THUNDERSTORM WIND",60,0,0,0,0
1968,"missouri","HAIL",43,0,0,0,0
1968,"missouri","TORNADO",32,0,8,1.21087,0
1969,"missouri","TORNADO",26,6,48,11.95312,0
1969,"missouri","HAIL",58,0,0,0,0
1969,"missouri","THUNDERSTORM / THUNDERSTORM WIND",104,0,0,0,0
1970,"missouri","HAIL",71,0,0,0,0
1970,"missouri","TORNADO",38,0,20,5.16068,0
1970,"missouri","THUNDERSTORM / THUNDERSTORM WIND",107,0,0,0,0
1971,"missouri","TORNADO",44,3,144,26.738,0
1971,"missouri","THUNDERSTORM / THUNDERSTORM WIND",85,0,0,0,0
1971,"missouri","HAIL",53,0,0,0,0
1972,"missouri","TORNADO",14,0,15,2.755,0
1972,"missouri","THUNDERSTORM / THUNDERSTORM WIND",48,0,0,0,0
1972,"missouri","HAIL",35,0,0,0,0
1973,"missouri","TORNADO",87,8,91,19.00878,0
1973,"missouri","THUNDERSTORM / THUNDERSTORM WIND",158,0,0,0,0
1973,"missouri","HAIL",64,0,0,0,0
1974,"missouri","HAIL",70,0,0,0,0
1974,"missouri","THUNDERSTORM / THUNDERSTORM WIND",136,0,0,0,0
1974,"missouri","TORNADO",20,0,8,3.3525,0
1975,"missouri","THUNDERSTORM / THUNDERSTORM WIND",128,0,0,0,0
1975,"missouri","HAIL",100,0,0,0,0
1975,"missouri","TORNADO",21,5,45,39.13,0
1976,"missouri","THUNDERSTORM / THUNDERSTORM WIND",61,0,0,0,0
1976,"missouri","TORNADO",15,2,28,8.625,0
1976,"missouri","HAIL",48,0,0,0,0
1977,"missouri","THUNDERSTORM / THUNDERSTORM WIND",97,0,0,0,0
1977,"missouri","TORNADO",22,3,56,63.435,0
1977,"missouri","HAIL",55,0,0,0,0
1978,"missouri","THUNDERSTORM / THUNDERSTORM WIND",118,0,0,0,0
1978,"missouri","HAIL",47,0,0,0,0
1978,"missouri","TORNADO",10,0,10,5.8525,0
1979,"missouri","THUNDERSTORM / THUNDERSTORM WIND",92,0,0,0,0
1979,"missouri","HAIL",31,0,0,0,0
1979,"missouri","TORNADO",11,0,33,8.0505,0
1980,"missouri","THUNDERSTORM / THUNDERSTORM WIND",133,0,0,0,0
1980,"missouri","HAIL",57,0,0,0,0
1980,"missouri","TORNADO",15,0,48,36.375,0
1981,"missouri","THUNDERSTORM / THUNDERSTORM WIND",155,0,0,0,0
1981,"missouri","HAIL",78,0,0,0,0
1981,"missouri","TORNADO",37,3,40,59.08571,0
1982,"missouri","THUNDERSTORM / THUNDERSTORM WIND",255,0,0,0,0
1982,"missouri","TORNADO",93,4,74,188.41408,0
1982,"missouri","HAIL",203,0,0,0,0
1983,"missouri","HAIL",139,0,0,0,0
1983,"missouri","TORNADO",23,1,32,35.83634,0
1983,"missouri","THUNDERSTORM / THUNDERSTORM WIND",118,0,0,0,0
1984,"missouri","THUNDERSTORM / THUNDERSTORM WIND",157,0,3,0,0
1984,"missouri","HAIL",184,0,0,0,0
1984,"missouri","TORNADO",43,3,33,70.21278,0
1985,"missouri","HAIL",140,0,0,0,0
1985,"missouri","THUNDERSTORM / THUNDERSTORM WIND",99,0,14,0,0
1985,"missouri","TORNADO",15,0,5,4.2525,0
1986,"missouri","HAIL",79,0,0,0,0
1986,"missouri","THUNDERSTORM / THUNDERSTORM WIND",104,1,2,0,0
1986,"missouri","TORNADO",21,1,34,60.35275,0
1987,"missouri","THUNDERSTORM / THUNDERSTORM WIND",166,0,4,0,0
1987,"missouri","HAIL",73,0,0,0,0
1987,"missouri","TORNADO",6,0,1,0.07525,0
1988,"missouri","HAIL",95,0,0,0,0
1988,"missouri","THUNDERSTORM / THUNDERSTORM WIND",116,0,1,0,0
1988,"missouri","TORNADO",20,1,28,60.375,0
1989,"missouri","HAIL",109,0,0,0,0
1989,"missouri","THUNDERSTORM / THUNDERSTORM WIND",57,0,0,0,0
1989,"missouri","TORNADO",13,0,0,5.5255,0
1990,"missouri","THUNDERSTORM / THUNDERSTORM WIND",72,0,0,0,0
1990,"missouri","TORNADO",33,0,45,84.38025,0
1990,"missouri","HAIL",85,0,0,0,0
1991,"missouri","TORNADO",19,2,64,51.3525,0
1991,"missouri","HAIL",183,0,0,0,0
1991,"missouri","THUNDERSTORM / THUNDERSTORM WIND",128,0,6,0,0
1992,"missouri","TORNADO",24,0,4,2.16075,0
1992,"missouri","THUNDERSTORM / THUNDERSTORM WIND",177,0,15,0,0
1952,"montana","TORNADO",2,1,2,0.5,0
1953,"montana","TORNADO",5,0,0,0.0255,0
1954,"montana","TORNADO",4,0,0,0.02775,0
1955,"montana","HAIL",11,0,0,0,0
1955,"montana","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1955,"montana","TORNADO",3,0,0,0.0525,0
1956,"montana","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1956,"montana","HAIL",15,0,0,0,0
1957,"montana","HAIL",20,0,0,0,0
1957,"montana","THUNDERSTORM / THUNDERSTORM WIND",15,0,0,0,0
1957,"montana","TORNADO",1,0,0,0.00025,0
1958,"montana","HAIL",76,0,0,0,0
1958,"montana","TORNADO",4,0,3,2.50278,0
1958,"montana","THUNDERSTORM / THUNDERSTORM WIND",8,0,0,0,0
1959,"montana","HAIL",15,0,0,0,0
1959,"montana","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1959,"montana","TORNADO",3,0,0,0.00503,0
1960,"montana","TORNADO",3,0,0,0.00275,0
1960,"montana","HAIL",22,0,0,0,0
1960,"montana","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1961,"montana","HAIL",16,0,0,0,0
1961,"montana","THUNDERSTORM / THUNDERSTORM WIND",8,0,0,0,0
1961,"montana","TORNADO",2,0,1,2.5025,0
1962,"montana","HAIL",23,0,0,0,0
1962,"montana","TORNADO",10,0,0,0.28275,0
1962,"montana","THUNDERSTORM / THUNDERSTORM WIND",11,0,0,0,0
1963,"montana","HAIL",22,0,0,0,0
1963,"montana","TORNADO",3,0,0,0,0
1963,"montana","THUNDERSTORM / THUNDERSTORM WIND",20,0,0,0,0
1964,"montana","TORNADO",6,0,1,0.2525,0
1964,"montana","THUNDERSTORM / THUNDERSTORM WIND",12,0,0,0,0
1964,"montana","HAIL",12,0,0,0,0
1965,"montana","THUNDERSTORM / THUNDERSTORM WIND",8,0,0,0,0
1965,"montana","TORNADO",9,0,6,2.57525,0
1965,"montana","HAIL",26,0,0,0,0
1966,"montana","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1966,"montana","HAIL",31,0,0,0,0
1966,"montana","TORNADO",2,0,0,0.00025,0
1967,"montana","THUNDERSTORM / THUNDERSTORM WIND",11,0,0,0,0
1967,"montana","HAIL",11,0,0,0,0
1968,"montana","HAIL",16,0,0,0,0
1968,"montana","THUNDERSTORM / THUNDERSTORM WIND",27,0,0,0,0
1968,"montana","TORNADO",1,0,0,0.00025,0
1969,"montana","THUNDERSTORM / THUNDERSTORM WIND",16,0,0,0,0
1969,"montana","HAIL",14,0,0,0,0
1969,"montana","TORNADO",2,0,0,0.02525,0
1970,"montana","THUNDERSTORM / THUNDERSTORM WIND",30,0,0,0,0
1970,"montana","HAIL",13,0,0,0,0
1970,"montana","TORNADO",1,0,0,0.00025,0
1971,"montana","THUNDERSTORM / THUNDERSTORM WIND",11,0,0,0,0
1971,"montana","TORNADO",8,0,0,0.053,0
1971,"montana","HAIL",14,0,0,0,0
1972,"montana","THUNDERSTORM / THUNDERSTORM WIND",11,0,0,0,0
1972,"montana","TORNADO",4,0,0,0.00525,0
1972,"montana","HAIL",3,0,0,0,0
1973,"montana","THUNDERSTORM / THUNDERSTORM WIND",29,0,0,0,0
1973,"montana","TORNADO",2,0,0,0.02503,0
1973,"montana","HAIL",10,0,0,0,0
1974,"montana","HAIL",19,0,0,0,0
1974,"montana","THUNDERSTORM / THUNDERSTORM WIND",7,0,0,0,0
1975,"montana","THUNDERSTORM / THUNDERSTORM WIND",26,0,0,0,0
1975,"montana","TORNADO",10,0,1,0.1,0
1975,"montana","HAIL",28,0,0,0,0
1976,"montana","THUNDERSTORM / THUNDERSTORM WIND",14,0,0,0,0
1976,"montana","HAIL",25,0,0,0,0
1976,"montana","TORNADO",2,0,0,2.525,0
1977,"montana","TORNADO",6,0,0,0.6,0
1977,"montana","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1977,"montana","HAIL",3,0,0,0,0
1978,"montana","TORNADO",13,0,0,1,0
1978,"montana","HAIL",15,0,0,0,0
1978,"montana","THUNDERSTORM / THUNDERSTORM WIND",19,0,0,0,0
1979,"montana","THUNDERSTORM / THUNDERSTORM WIND",11,0,0,0,0
1979,"montana","HAIL",7,0,0,0,0
1979,"montana","TORNADO",5,0,0,0.5,0
1980,"montana","THUNDERSTORM / THUNDERSTORM WIND",20,0,0,0,0
1980,"montana","HAIL",8,0,0,0,0
1980,"montana","TORNADO",7,0,0,1,0
1981,"montana","HAIL",16,0,0,0,0
1981,"montana","TORNADO",3,0,0,0,0
1981,"montana","THUNDERSTORM / THUNDERSTORM WIND",17,0,0,0,0
1982,"montana","TORNADO",3,0,0,0.25253,0
1982,"montana","HAIL",39,0,0,0,0
1982,"montana","THUNDERSTORM / THUNDERSTORM WIND",20,0,0,0,0
1983,"montana","THUNDERSTORM / THUNDERSTORM WIND",45,0,0,0,0
1983,"montana","HAIL",19,0,0,0,0
1983,"montana","TORNADO",4,1,1,0.25503,0
1984,"montana","THUNDERSTORM / THUNDERSTORM WIND",24,0,0,0,0
1984,"montana","HAIL",15,0,0,0,0
1984,"montana","TORNADO",5,0,0,0.275,0
1985,"montana","THUNDERSTORM / THUNDERSTORM WIND",18,2,0,0,0
1985,"montana","HAIL",12,0,0,0,0
1985,"montana","TORNADO",2,0,0,0.00275,0
1986,"montana","THUNDERSTORM / THUNDERSTORM WIND",13,0,0,0,0
1986,"montana","TORNADO",4,0,0,0.005,0
1986,"montana","HAIL",10,0,0,0,0
1987,"montana","THUNDERSTORM / THUNDERSTORM WIND",13,0,2,0,0
1987,"montana","HAIL",12,0,0,0,0
1987,"montana","TORNADO",1,0,0,0.025,0
1988,"montana","TORNADO",20,0,2,0.308,0
1988,"montana","THUNDERSTORM / THUNDERSTORM WIND",55,0,0,0,0
1988,"montana","HAIL",36,0,0,0,0
1989,"montana","THUNDERSTORM / THUNDERSTORM WIND",60,0,4,0,0
1989,"montana","HAIL",23,0,1,0,0
1989,"montana","TORNADO",6,0,0,0.25,0
1990,"montana","HAIL",33,0,0,0,0
1990,"montana","TORNADO",6,0,0,0.0025,0
1990,"montana","THUNDERSTORM / THUNDERSTORM WIND",32,0,1,0,0
1991,"montana","TORNADO",30,0,0,0.44,0
1991,"montana","HAIL",75,0,0,0,0
1991,"montana","THUNDERSTORM / THUNDERSTORM WIND",32,0,0,0,0
1992,"montana","THUNDERSTORM / THUNDERSTORM WIND",17,0,0,0,0
1992,"montana","TORNADO",9,0,0,0.2775,0
1950,"nebraska","TORNADO",6,0,135,2.5775,0
1951,"nebraska","TORNADO",9,0,8,0.0575,0
1952,"nebraska","TORNADO",11,0,21,0.5025,0
1953,"nebraska","TORNADO",49,16,103,9.2685,0
1954,"nebraska","TORNADO",19,7,32,8.36775,0
1955,"nebraska","TORNADO",34,3,42,1.36575,0
1955,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",9,0,0,0,0
1955,"nebraska","HAIL",25,0,0,0,0
1956,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",19,0,0,0,0
1956,"nebraska","TORNADO",36,0,8,1.77525,0
1956,"nebraska","HAIL",47,0,0,0,0
1957,"nebraska","TORNADO",55,1,9,8.7792,0
1957,"nebraska","HAIL",50,0,0,0,0
1957,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",15,0,0,0,0
1958,"nebraska","TORNADO",55,0,4,1.70917,0
1958,"nebraska","HAIL",90,0,0,0,0
1958,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",17,0,0,0,0
1959,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",29,0,0,0,0
1959,"nebraska","TORNADO",45,1,5,1.46353,0
1959,"nebraska","HAIL",39,0,0,0,0
1960,"nebraska","TORNADO",43,2,11,2.035,0
1960,"nebraska","HAIL",55,0,0,0,0
1960,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",38,0,0,0,0
1961,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",34,0,0,0,0
1961,"nebraska","HAIL",45,0,0,0,0
1961,"nebraska","TORNADO",12,0,0,0.5525,0
1962,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",52,0,0,0,0
1962,"nebraska","TORNADO",44,0,27,11.23025,0
1962,"nebraska","HAIL",59,0,0,0,0
1963,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",37,0,0,0,0
1963,"nebraska","HAIL",35,0,0,0,0
1963,"nebraska","TORNADO",17,1,8,0.6625,0
1964,"nebraska","TORNADO",46,4,68,6.25525,0
1964,"nebraska","HAIL",55,0,0,0,0
1964,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",51,0,0,0,0
1965,"nebraska","HAIL",57,0,0,0,0
1965,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",37,0,0,0,0
1965,"nebraska","TORNADO",48,4,54,100.65,0
1966,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",38,0,0,0,0
1966,"nebraska","TORNADO",10,0,2,0.0275,0
1966,"nebraska","HAIL",27,0,0,0,0
1967,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",40,0,0,0,0
1967,"nebraska","TORNADO",41,0,4,2.1075,0
1967,"nebraska","HAIL",50,0,0,0,0
1968,"nebraska","HAIL",64,0,0,0,0
1968,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",66,0,0,0,0
1968,"nebraska","TORNADO",21,0,3,2.8825,0
1969,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",55,0,0,0,0
1969,"nebraska","HAIL",29,0,0,0,0
1969,"nebraska","TORNADO",20,1,0,0.62775,0
1970,"nebraska","HAIL",51,0,0,0,0
1970,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",74,0,0,0,0
1970,"nebraska","TORNADO",14,0,1,0.6,0
1971,"nebraska","TORNADO",52,0,1,1.4075,0
1971,"nebraska","HAIL",52,0,0,0,0
1971,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",37,0,0,0,0
1972,"nebraska","HAIL",36,0,0,0,0
1972,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",18,0,0,0,0
1972,"nebraska","TORNADO",30,0,0,0.11025,0
1973,"nebraska","HAIL",74,0,0,0,0
1973,"nebraska","TORNADO",19,0,13,11.20275,0
1973,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",108,0,0,0,0
1974,"nebraska","HAIL",119,0,0,0,0
1974,"nebraska","TORNADO",36,0,20,12.5675,0
1974,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",111,0,0,0,0
1975,"nebraska","TORNADO",80,4,141,257.294,0
1975,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",86,0,0,0,0
1975,"nebraska","HAIL",77,0,0,0,0
1976,"nebraska","HAIL",66,0,0,0,0
1976,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",46,0,0,0,0
1976,"nebraska","TORNADO",26,0,23,6.08259,0
1977,"nebraska","TORNADO",75,0,1,11.0935,0
1977,"nebraska","HAIL",96,0,0,0,0
1977,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",85,0,0,0,0
1978,"nebraska","HAIL",102,0,0,0,0
1978,"nebraska","TORNADO",51,0,9,71.618,0
1978,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",112,0,0,0,0
1979,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",150,0,0,0,0
1979,"nebraska","HAIL",167,0,0,0,0
1979,"nebraska","TORNADO",22,0,1,11.01031,0
1980,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",173,0,0,0,0
1980,"nebraska","HAIL",217,0,0,0,0
1980,"nebraska","TORNADO",51,5,204,303.08053,0
1981,"nebraska","HAIL",137,0,0,0,0
1981,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",126,0,0,0,0
1981,"nebraska","TORNADO",19,0,0,2.07559,0
1982,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",183,0,0,0,0
1982,"nebraska","HAIL",174,0,0,0,0
1982,"nebraska","TORNADO",37,0,0,4.91342,0
1983,"nebraska","TORNADO",16,0,0,1.60265,0
1983,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",113,0,0,0,0
1983,"nebraska","HAIL",86,0,0,0,0
1984,"nebraska","HAIL",130,0,7,0,0
1984,"nebraska","TORNADO",52,0,24,42.06753,0
1984,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",71,0,3,0,0
1985,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",138,0,5,0,0
1985,"nebraska","HAIL",128,0,0,0,0
1985,"nebraska","TORNADO",55,0,7,26.568,0
1986,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",156,0,3,0,0
1986,"nebraska","TORNADO",57,0,9,60.01663,0
1986,"nebraska","HAIL",196,0,20,0,0
1987,"nebraska","TORNADO",26,0,2,3.93546,0
1987,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",87,0,15,0,0
1987,"nebraska","HAIL",106,0,0,0,0
1988,"nebraska","TORNADO",23,2,1,10.36184,0
1988,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",71,0,11,0,0
1988,"nebraska","HAIL",61,0,0,0,0
1989,"nebraska","TORNADO",41,0,3,7.9264,0
1989,"nebraska","HAIL",107,0,0,0,0
1989,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",132,0,11,0,0
1990,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",89,0,0,0,0
1990,"nebraska","HAIL",121,0,0,0,0
1990,"nebraska","TORNADO",103,0,10,267.84608,0
1991,"nebraska","HAIL",153,0,0,0,0
1991,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",107,0,1,0,0
1991,"nebraska","TORNADO",67,0,6,15.493,0
1992,"nebraska","TORNADO",77,0,5,41.11578,0
1992,"nebraska","THUNDERSTORM / THUNDERSTORM WIND",153,0,1,0,0
1957,"nevada","HAIL",1,0,0,0,0
1958,"nevada","HAIL",1,0,0,0,0
1959,"nevada","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1961,"nevada","HAIL",3,0,0,0,0
1961,"nevada","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1962,"nevada","TORNADO",1,0,0,0.025,0
1963,"nevada","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1964,"nevada","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1964,"nevada","TORNADO",4,0,1,0.275,0
1965,"nevada","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1965,"nevada","HAIL",1,0,0,0,0
1966,"nevada","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1967,"nevada","TORNADO",2,0,0,0,0
1967,"nevada","HAIL",1,0,0,0,0
1968,"nevada","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1969,"nevada","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1969,"nevada","HAIL",1,0,0,0,0
1970,"nevada","HAIL",3,0,0,0,0
1970,"nevada","TORNADO",1,0,0,0,0
1970,"nevada","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1971,"nevada","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1971,"nevada","TORNADO",1,0,0,0,0
1972,"nevada","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1973,"nevada","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1973,"nevada","TORNADO",2,0,1,0,0
1974,"nevada","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1974,"nevada","TORNADO",1,0,0,0,0
1975,"nevada","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1975,"nevada","TORNADO",2,0,0,0.25,0
1976,"nevada","THUNDERSTORM / THUNDERSTORM WIND",9,0,0,0,0
1976,"nevada","HAIL",2,0,0,0,0
1977,"nevada","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1977,"nevada","TORNADO",2,0,0,0.025,0
1977,"nevada","HAIL",1,0,0,0,0
1978,"nevada","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1979,"nevada","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1979,"nevada","HAIL",3,0,0,0,0
1979,"nevada","TORNADO",2,0,0,0.25,0
1980,"nevada","HAIL",2,0,0,0,0
1980,"nevada","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1981,"nevada","HAIL",3,0,0,0,0
1981,"nevada","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1982,"nevada","HAIL",3,0,0,0,0
1982,"nevada","TORNADO",1,0,0,3e-05,0
1982,"nevada","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1983,"nevada","HAIL",2,0,0,0,0
1983,"nevada","TORNADO",1,0,0,3e-05,0
1983,"nevada","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1984,"nevada","THUNDERSTORM / THUNDERSTORM WIND",14,0,0,0,0
1984,"nevada","HAIL",4,0,0,0,0
1984,"nevada","TORNADO",2,0,0,0,0
1985,"nevada","THUNDERSTORM / THUNDERSTORM WIND",11,3,0,0,0
1985,"nevada","HAIL",1,0,0,0,0
1986,"nevada","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1986,"nevada","TORNADO",1,0,0,0,0
1986,"nevada","HAIL",2,0,0,0,0
1987,"nevada","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1987,"nevada","TORNADO",8,0,0,0.25025,0
1987,"nevada","HAIL",4,0,0,0,0
1988,"nevada","TORNADO",4,0,0,0,0
1988,"nevada","THUNDERSTORM / THUNDERSTORM WIND",13,0,0,0,0
1988,"nevada","HAIL",3,0,0,0,0
1989,"nevada","HAIL",1,0,0,0,0
1989,"nevada","TORNADO",3,0,0,0.2775,0
1989,"nevada","THUNDERSTORM / THUNDERSTORM WIND",8,0,0,0,0
1990,"nevada","TORNADO",1,0,0,0,0
1990,"nevada","THUNDERSTORM / THUNDERSTORM WIND",5,1,1,0,0
1990,"nevada","HAIL",1,0,0,0,0
1991,"nevada","TORNADO",2,0,0,0,0
1991,"nevada","HAIL",2,0,0,0,0
1991,"nevada","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1992,"nevada","TORNADO",4,0,0,0.25,0
1992,"nevada","THUNDERSTORM / THUNDERSTORM WIND",9,0,0,0,0
1951,"new hampshire","TORNADO",1,0,0,0.0025,0
1953,"new hampshire","TORNADO",2,0,5,0.02525,0
1954,"new hampshire","TORNADO",1,0,0,0.025,0
1955,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1955,"new hampshire","HAIL",1,0,0,0,0
1955,"new hampshire","TORNADO",1,0,0,0.025,0
1956,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1956,"new hampshire","TORNADO",2,0,0,0.02525,0
1957,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1957,"new hampshire","TORNADO",1,0,1,0.025,0
1957,"new hampshire","HAIL",1,0,0,0,0
1958,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1959,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1959,"new hampshire","TORNADO",1,0,0,0.025,0
1960,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1960,"new hampshire","TORNADO",1,0,0,0.0025,0
1961,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1961,"new hampshire","TORNADO",4,0,1,0.2575,0
1962,"new hampshire","HAIL",6,0,0,0,0
1962,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1962,"new hampshire","TORNADO",2,0,0,0.0275,0
1963,"new hampshire","TORNADO",9,0,0,0.855,0
1963,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1963,"new hampshire","HAIL",3,0,0,0,0
1964,"new hampshire","TORNADO",1,0,0,0.025,0
1964,"new hampshire","HAIL",2,0,0,0,0
1964,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1965,"new hampshire","TORNADO",3,0,0,0.0525,0
1965,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1965,"new hampshire","HAIL",1,0,0,0,0
1966,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1966,"new hampshire","TORNADO",4,0,0,0.2575,0
1966,"new hampshire","HAIL",1,0,0,0,0
1967,"new hampshire","TORNADO",1,0,5,0.025,0
1967,"new hampshire","HAIL",1,0,0,0,0
1967,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1968,"new hampshire","HAIL",3,0,0,0,0
1968,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1968,"new hampshire","TORNADO",4,0,1,0.0775,0
1969,"new hampshire","TORNADO",2,0,0,0.0275,0
1969,"new hampshire","HAIL",1,0,0,0,0
1970,"new hampshire","HAIL",3,0,0,0,0
1970,"new hampshire","TORNADO",4,0,0,0.325,0
1970,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1971,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",11,0,0,0,0
1972,"new hampshire","TORNADO",8,0,7,0.33025,0
1972,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1973,"new hampshire","HAIL",5,0,0,0,0
1973,"new hampshire","TORNADO",2,0,0,0,0
1973,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1974,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",7,0,0,0,0
1974,"new hampshire","TORNADO",1,0,0,0.0025,0
1975,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",7,0,0,0,0
1975,"new hampshire","HAIL",4,0,0,0,0
1976,"new hampshire","TORNADO",2,0,5,0.25,0
1976,"new hampshire","THUNDERSTORM / THUNDERSTORM WIND",7,0,0,0,0
